MOPE#1 SoilVue Data 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Site,Latitude,Longitude,Altitude,5cm,5cm,5cm,5cm,10cm,10cm,10cm,10cm,20cm,20cm,20cm,20cm,30cm,30cm,30cm,30cm,40cm,40cm,40cm,40cm,50cm,50cm,50cm,50cm,,
4/24/23 16:20,17,MOPE#1,39.03095,-76.84426,40,0,1.612236,23.69177,0,0,1.770125,19.49859,0,0,2.109335,16.97821,0,0.0506578,3.959954,15.70114,0,0.1574904,8.577508,15.06481,0.0076054,0.1910486,10.39176,14.79837,0.0237634,,
4/24/23 16:40,18,MOPE#1,39.03095,-76.84426,40,0,1.551843,22.72949,0,0,1.783191,18.95983,0,0,2.107974,17.00363,0,0.0494859,3.919073,15.75048,0,0.1569835,8.551438,15.1134,0.0077378,0.1895687,10.30808,14.82254,0.0242296,,
4/24/23 17:00,19,MOPE#1,39.03095,-76.84426,40,0,1.638744,21.59143,0,0,1.777038,18.50775,0,0,2.152719,16.97821,0,0.0536394,4.064916,15.79992,0,0.1557251,8.486886,15.13772,0.0069343,0.1939923,10.5592,14.82254,0.0244498,,
4/24/23 17:20,20,MOPE#1,39.03095,-76.84426,40,0,1.549863,19.77087,0,0,1.754701,18.08709,0,0,2.088672,16.92733,0,0.0515472,3.99112,15.84936,0,0.1548205,8.440631,15.18643,0.0103863,0.1890204,10.27717,14.84671,0.0242439,,
4/24/23 17:40,21,MOPE#1,39.03095,-76.84426,40,0,1.516001,17.56747,0,0,1.751808,17.51586,0,0,2.049624,16.85122,0,0.0524649,4.023406,15.87414,0,0.1564171,8.52235,15.21081,0.00857,0.1937152,10.54338,14.87088,0.023581,,
4/24/23 18:00,22,MOPE#1,39.03095,-76.84426,40,0,1.483622,15.87414,0,0,1.761502,16.87658,0,0,2.092299,16.74993,0,0.0479252,3.864961,15.89886,0,0.1551572,8.457832,15.25958,0.0077169,0.1926652,10.48355,14.89508,0.0248435,,
4/24/23 18:20,23,MOPE#1,39.03095,-76.84426,40,0,1.597842,14.48559,0,0,1.741515,16.32223,0,0,2.009237,16.59844,0,0.0518829,4.002915,15.89886,0,0.1510918,8.251324,15.28399,0.0061174,0.1932445,10.51654,14.91928,0.0245827,,
4/24/23 18:40,24,MOPE#1,39.03095,-76.84426,40,0,1.592023,13.18618,0,0,1.810535,15.79992,0,0,2.131734,16.44754,0,0.0509067,3.968662,15.89886,0,0.1551521,8.457574,15.30841,0.0089498,0.19056,10.3641,14.94348,0.0256303,,
4/24/23 19:00,25,MOPE#1,39.03095,-76.84426,40,0,1.539208,11.83157,0,0,1.765582,15.23519,0,0,2.145556,16.29718,0,0.0501531,3.942323,15.87414,0,0.1563805,8.520475,15.33288,0.0105456,0.1905995,10.36633,14.96771,0.025828,,
4/24/23 19:20,26,MOPE#1,39.03095,-76.84426,40,0,1.597748,10.69015,0,0,1.732495,14.67782,0,0,2.12332,16.12246,0,0.0503272,3.9484,15.84936,0,0.1577883,8.592847,15.35729,0.0069525,0.191391,10.41117,14.99197,0.0259379,,
4/24/23 19:40,27,MOPE#1,39.03095,-76.84426,40,0,1.625006,9.855835,0,0,1.822517,14.17507,0,0,2.189796,15.92367,0,0.053547,4.06164,15.79992,0,0.1611446,8.766627,15.35729,0.0062883,0.1929808,10.50152,14.99197,0.0244579,,
4/24/23 20:00,28,MOPE#1,39.03095,-76.84426,40,0,1.460026,9.227691,0,0,1.772568,13.725,0,0,2.141627,15.72579,0,0.0505299,3.955481,15.75048,0,0.1557745,8.489415,15.35729,0.0115012,0.192159,10.45476,15.01623,0.0273614,,
4/24/23 20:20,29,MOPE#1,39.03095,-76.84426,40,0,1.572964,8.819976,0,0,1.74053,13.32614,0,0,2.146525,15.52886,0,0.0544326,4.09307,15.67648,0,0.1580281,8.605207,15.35729,0.008075,0.1915569,10.42057,15.01623,0.0264972,,
4/24/23 20:40,30,MOPE#1,39.03095,-76.84426,40,0,1.553524,8.478881,0,0,1.734893,13.0234,0,0,2.098543,15.33288,0,0.0521282,4.011542,15.60263,0,0.1547793,8.438527,15.33288,0.0083304,0.1917017,10.42879,15.04049,0.0258421,,
4/24/23 21:00,31,MOPE#1,39.03095,-76.84426,40,0,1.606075,8.13974,0,0,1.753215,12.72262,0,0,2.177226,15.13772,0,0.0508014,3.964976,15.52886,0,0.1553559,8.467994,15.30841,0.0095899,0.1929026,10.49706,15.04049,0.0253105,,
4/24/23 21:20,32,MOPE#1,39.03095,-76.84426,40,0,1.562081,8.013092,0,0,1.740224,12.44668,0,0,2.092932,14.96771,0,0.0495995,3.923028,15.45526,0,0.1575348,8.579793,15.28399,0.0143886,0.1882006,10.23103,15.04049,0.026487,,
4/24/23 21:40,33,MOPE#1,39.03095,-76.84426,40,0,1.573473,8.013092,0,0,1.784524,12.21795,0,0,2.188355,14.77423,0,0.0506617,3.960088,15.3818,0,0.1561518,8.508744,15.25958,0.0087028,0.1920672,10.44955,15.04049,0.0261698,,
4/24/23 22:00,34,MOPE#1,39.03095,-76.84426,40,0,1.626932,7.928802,0,0,1.825329,12.03576,0,0,2.164821,14.60565,0,0.0495278,3.920532,15.28399,0,0.1556078,8.480882,15.21081,0.0100173,0.1915836,10.42209,15.04049,0.0269856,,
4/24/23 22:20,35,MOPE#1,39.03095,-76.84426,40,0,1.58973,7.550872,0,0,1.847289,11.85421,0,0,2.164615,14.46166,0,0.0516594,3.99506,15.18643,0,0.1589255,8.651533,15.18643,0.0090244,0.1913546,10.4091,15.04049,0.025925,,
4/24/23 22:40,36,MOPE#1,39.03095,-76.84426,40,0,1.627908,7.112854,0,0,1.8696,11.60571,0,0,2.177844,14.29425,0,0.0532298,4.050414,15.1134,0,0.1582655,8.617449,15.13772,0.0087099,0.194533,10.5901,15.01623,0.0247974,,
4/24/23 23:00,37,MOPE#1,39.03095,-76.84426,40,0,1.618606,6.926055,0,0,1.817642,11.38085,0,0,2.148787,14.15127,0,0.0512616,3.981096,15.01623,0,0.1575487,8.580508,15.1134,0.0117979,0.1908346,10.37964,15.01623,0.0252013,,
4/24/23 23:20,38,MOPE#1,39.03095,-76.84426,40,0,1.61569,6.946777,0,0,1.825146,11.22409,0,0,2.145578,13.98501,0,0.0505118,3.954847,14.91928,0,0.1580625,8.606976,15.06481,0.0091426,0.1907384,10.37419,14.99197,0.0264136,,
4/24/23 23:40,39,MOPE#1,39.03095,-76.84426,40,0,1.636339,7.092071,0,0,1.772081,11.09005,0,0,2.118382,13.86663,0,0.0509448,3.969998,14.82254,0,0.1568663,8.545414,15.01623,0.0077996,0.1931354,10.51032,14.96771,0.0275002,,
4/25/23 0:00,40,MOPE#1,39.03095,-76.84426,40,0,1.683403,7.362762,0,0,1.838058,11.02319,0,0,2.090004,13.725,0,0.0513315,3.98355,14.75012,0,0.1556381,8.482433,14.96771,0.008234,0.1926288,10.48148,14.96771,0.024157,,
4/25/23 0:20,41,MOPE#1,39.03095,-76.84426,40,0,1.679307,7.69754,0,0,1.937847,11.00094,0,0,2.237753,13.60733,0,0.0524188,4.021781,14.65374,0,0.1632277,8.875356,14.91928,0.0062419,0.1932496,10.51682,14.91928,0.0237735,,
4/25/23 0:40,42,MOPE#1,39.03095,-76.84426,40,0,1.733595,7.970916,0,0,1.937178,11.00094,0,0,2.198845,13.48995,0,0.0533604,4.055036,14.55758,0,0.1602381,8.719519,14.84671,0.0104799,0.1932537,10.51706,14.89508,0.026402,,
4/25/23 1:00,43,MOPE#1,39.03095,-76.84426,40,0,1.680285,8.13974,0,0,1.865579,11.02319,0,0,2.203062,13.41964,0,0.0525244,4.025503,14.48559,0,0.1563853,8.520719,14.79837,0.0120225,0.191316,10.40691,14.87088,0.0274425,,
4/25/23 1:20,44,MOPE#1,39.03095,-76.84426,40,0,1.678274,8.182067,0,0,1.848705,11.02319,0,0,2.161002,13.32614,0,0.0500011,3.937019,14.41375,0,0.1575507,8.580613,14.75012,0.0060658,0.1954801,10.64434,14.84671,0.0246484,,
4/25/23 1:40,45,MOPE#1,39.03095,-76.84426,40,0,1.757753,7.992004,0,0,1.956868,10.97866,0,0,2.20018,13.23275,0,0.0524642,4.023378,14.34201,0,0.1596695,8.690037,14.67782,0.0051832,0.1964844,10.702,14.79837,0.0234808,,
4/25/23 2:00,46,MOPE#1,39.03095,-76.84426,40,0,1.706083,7.488098,0,0,1.860042,10.86752,0,0,2.097267,13.16287,0,0.0518913,4.003208,14.27041,0,0.1576349,8.584943,14.62969,0.0080619,0.1921206,10.45258,14.77423,0.0255352,,
4/25/23 2:20,47,MOPE#1,39.03095,-76.84426,40,0,1.729076,6.8432,0,0,1.886689,10.64593,0,0,2.17197,13.0931,0,0.0531565,4.047823,14.19888,0,0.1580933,8.608569,14.5816,0.0073798,0.1928716,10.49529,14.75012,0.0245568,,
4/25/23 2:40,48,MOPE#1,39.03095,-76.84426,40,0,1.683581,6.533477,0,0,1.884725,10.44729,0,0,2.16304,13.00018,0,0.0519816,4.006384,14.1275,0,0.1567008,8.536912,14.53356,0.0077946,0.1907497,10.37483,14.7019,0.0248057,,
4/25/23 3:00,49,MOPE#1,39.03095,-76.84426,40,0,1.695686,6.081756,0,0,1.88401,10.24942,0,0,2.129858,12.90747,0,0.0516699,3.995426,14.05621,0,0.1565959,8.531529,14.48559,0.0056324,0.1916215,10.42424,14.67782,0.024817,,
4/25/23 3:20,50,MOPE#1,39.03095,-76.84426,40,0,1.637063,5.61267,0,0,1.908518,10.00854,0,0,2.138893,12.81497,0,0.0509392,3.9698,13.98501,0,0.1577634,8.591563,14.43768,0.0087859,0.1911785,10.39912,14.65374,0.0247043,,
4/25/23 3:40,51,MOPE#1,39.03095,-76.84426,40,0,1.741266,5.247741,0,0,1.905665,9.790527,0,0,2.157992,12.69958,0,0.0526036,4.028297,13.91397,0,0.1576276,8.584573,14.38983,0.0077525,0.1925187,10.47521,14.62969,0.0255262,,
4/25/23 4:00,52,MOPE#1,39.03095,-76.84426,40,0,1.694008,5.005432,0,0,1.92688,9.595062,0,0,2.144679,12.58447,0,0.0544439,4.09347,13.84301,0,0.1607269,8.744903,14.34201,0.0053715,0.1946564,10.59716,14.5816,0.0247343,,
4/25/23 4:20,53,MOPE#1,39.03095,-76.84426,40,0,1.789802,4.884582,0,0,1.933688,9.421905,0,0,2.182839,12.46963,0,0.0534602,4.058566,13.77218,0,0.1612013,8.769577,14.27041,0.0057436,0.195246,10.63092,14.53356,0.0225844,,
4/25/23 4:40,54,MOPE#1,39.03095,-76.84426,40,0,1.754043,4.743866,0,0,1.923447,9.292358,0,0,2.243544,12.37796,0,0.055032,4.114408,13.70147,0,0.1604003,8.727937,14.22271,0.0033182,0.1962888,10.69076,14.50961,0.0260842,,
4/25/23 5:00,55,MOPE#1,39.03095,-76.84426,40,0,1.718451,4.543212,0,0,1.890259,9.141632,0,0,2.167265,12.24078,0,0.0536928,4.066807,13.63085,0,0.1590256,8.65671,14.17507,0.0044071,0.1926646,10.48351,14.46166,0.0240931,,
4/25/23 5:20,56,MOPE#1,39.03095,-76.84426,40,0,1.718262,4.403076,0,0,1.917058,8.991302,0,0,2.210659,12.14956,0,0.052877,4.037946,13.56036,0,0.1601286,8.713837,14.1275,0.0065983,0.1918908,10.43953,14.43768,0.0264633,,
4/25/23 5:40,57,MOPE#1,39.03095,-76.84426,40,0,1.798206,4.383087,0,0,1.947164,8.884155,0,0,2.178109,12.03576,0,0.0558593,4.143952,13.48995,0,0.1594016,8.676161,14.05621,0.0071416,0.1963585,10.69476,14.38983,0.0232292,,
4/25/23 6:00,58,MOPE#1,39.03095,-76.84426,40,0,1.771896,4.563232,0,0,1.930587,8.798614,0,0,2.201469,11.94488,0,0.0526178,4.028798,13.39627,0,0.1598274,8.698217,14.00869,0.0068226,0.1930596,10.506,14.34201,0.0232723,,
4/25/23 6:20,59,MOPE#1,39.03095,-76.84426,40,0,1.789602,5.572052,0,0,2.046139,8.8414,0,0,1.934513,11.85421,0,0.0537321,4.068201,13.32614,0,0.1557079,8.486005,13.96133,0.0043236,0.1988263,10.83707,14.31814,0.0252252,,
4/25/23 6:40,60,MOPE#1,39.03095,-76.84426,40,0,1.794834,7.258514,0,0,1.948195,9.098632,0,0,2.221594,11.7637,0,0.0522745,4.016696,13.2561,0,0.1580994,8.608883,13.89031,0.0078164,0.1928501,10.49407,14.27041,0.0229255,,
4/25/23 7:00,61,MOPE#1,39.03095,-76.84426,40,0,1.82461,9.378662,0,0,2.066873,9.61676,0,0,2.215529,11.7185,0,0.0532852,4.052374,13.16287,0,0.1604493,8.730483,13.84301,0.0060084,0.197338,10.75113,14.24655,0.0249585,,
4/25/23 7:20,62,MOPE#1,39.03095,-76.84426,40,0,1.83068,11.58319,0,0,1.932735,10.38125,0,0,2.190407,11.7185,0,0.0518179,4.000628,13.11633,0,0.1592245,8.666996,13.7958,0.004218,0.1942989,10.57672,14.19888,0.0229844,,
4/25/23 7:40,63,MOPE#1,39.03095,-76.84426,40,0,1.763298,13.60733,0,0,2.026943,11.20172,0,0,2.248146,11.78631,0,0.0530786,4.045067,13.0466,0,0.1599726,8.705748,13.725,0.0026948,0.1955931,10.65082,14.15127,0.0242626,,
4/25/23 8:00,64,MOPE#1,39.03095,-76.84426,40,0,1.802201,15.89886,0,0,2.009954,12.0585,0,0,2.232294,11.87686,0,0.0523164,4.018169,13.0234,0,0.1590234,8.656594,13.67791,0.0013491,0.1973147,10.74979,14.10369,0.0231659,,
4/25/23 8:20,65,MOPE#1,39.03095,-76.84426,40,0,1.731371,17.98257,0,0,1.94819,12.97698,0,0,2.170706,12.01303,0,0.0509103,3.96879,12.97698,0,0.1592052,8.665999,13.63085,0.0031597,0.1949047,10.61137,14.05621,0.0230778,,
4/25/23 8:40,66,MOPE#1,39.03095,-76.84426,40,0,1.838289,19.99017,0,0,1.999244,13.91397,0,0,2.308763,12.19512,0,0.0544458,4.093538,12.97698,0,0.1635142,8.890363,13.58386,0.002659,0.1970958,10.73718,14.03247,0.0247976,,
4/25/23 9:00,67,MOPE#1,39.03095,-76.84426,40,0,1.733719,21.64889,0,0,2.087742,14.79837,0,0,2.234129,12.40084,0,0.052249,4.015797,12.97698,0,0.1603419,8.724905,13.53686,0.0027661,0.1951144,10.62338,13.98501,0.0236745,,
4/25/23 9:20,68,MOPE#1,39.03095,-76.84426,40,0,1.683445,23.38818,0,0,1.951261,15.67648,0,0,2.190278,12.63049,0,0.0523014,4.017644,13.00018,0,0.1586006,8.634746,13.51342,0.0054258,0.1914771,10.41605,13.93762,0.0220203,,
4/25/23 9:40,69,MOPE#1,39.03095,-76.84426,40,0,1.686608,25.09228,0,0,2.002715,16.54809,0,0,2.242834,12.88433,0,0.0543071,4.088608,13.0234,0,0.1614458,8.782303,13.48995,0.0029598,0.1961626,10.68351,13.91397,0.0240603,,
4/25/23 10:00,0,MOPE#1,39.03095,-76.84426,40,0,1.740468,25.99417,0,0,2.003756,17.31018,0,0,2.165187,13.18618,0,0.0553504,4.125767,13.0931,0,0.163502,8.889726,13.46652,0.0071104,0.1955852,10.65036,13.86663,0.0221128,,
4/25/23 10:20,1,MOPE#1,39.03095,-76.84426,40,0,1.650703,27.19119,0,0,1.94405,18.00869,0,0,2.250447,13.48995,0,0.0521585,4.01261,13.16287,0,0.1617491,8.798111,13.46652,0.0029475,0.1964661,10.70095,13.84301,0.0222296,,
4/25/23 10:40,2,MOPE#1,39.03095,-76.84426,40,0,1.682784,26.88778,0,0,2.006653,18.42852,0,0,2.189326,13.77218,0,0.0548312,4.107254,13.23275,0,0.1626548,8.845386,13.46652,0.004121,0.1994299,10.87202,13.81942,0.0227853,,
4/25/23 11:00,3,MOPE#1,39.03095,-76.84426,40,0,1.594156,26.88778,0,0,1.930747,18.69326,0,0,2.228128,14.05621,0,0.0568999,4.181268,13.34951,0,0.1619203,8.807039,13.46652,0.0048874,0.1960413,10.67654,13.7958,0.0219466,,
4/25/23 11:20,4,MOPE#1,39.03095,-76.84426,40,0,1.557286,28.85952,0,0,1.877718,19.04016,0,0,2.154205,14.31814,0,0.0524556,4.023078,13.46652,0,0.1591825,8.664825,13.48995,0.0064948,0.1950572,10.6201,13.77218,0.023566,,
4/25/23 11:40,5,MOPE#1,39.03095,-76.84426,40,0,1.598008,28.82385,0,0,1.859201,19.49859,0,0,2.211508,14.60565,0,0.0513543,3.984347,13.56036,0,0.1593909,8.67561,13.51342,0.00269,0.1930561,10.5058,13.74859,0.0253551,,
4/25/23 12:00,6,MOPE#1,39.03095,-76.84426,40,0,1.581127,26.88778,0,0,1.901558,19.36322,0,0,2.186034,14.84671,0,0.0557356,4.13953,13.67791,0,0.1623689,8.830449,13.53686,0.0078556,0.1946099,10.5945,13.74859,0.0225185,,
4/25/23 12:20,7,MOPE#1,39.03095,-76.84426,40,0,1.562387,26.35528,0,0,1.937647,19.30917,0,0,2.17205,15.04049,0,0.0553513,4.125801,13.81942,0,0.1604872,8.73245,13.58386,0.0051327,0.1937093,10.54304,13.74859,0.0235076,,
4/25/23 12:40,8,MOPE#1,39.03095,-76.84426,40,0,1.527296,25.79882,0,0,1.807763,19.22827,0,0,2.227929,15.21081,0,0.0545524,4.097331,13.93762,0,0.1608105,8.749247,13.63085,0.0051,0.1942972,10.57662,13.74859,0.0218556,,
4/25/23 13:00,9,MOPE#1,39.03095,-76.84426,40,0,1.559081,23.93655,0,0,1.840769,19.01336,0,0,2.224632,15.3818,0,0.0553513,4.125801,14.05621,0,0.1626192,8.843524,13.67791,0.0070913,0.1927535,10.48857,13.77218,0.0224002,,
4/25/23 13:20,10,MOPE#1,39.03095,-76.84426,40,0,1.567982,27.39508,0,0,1.815516,18.69326,0,0,2.237502,15.47979,0,0.055983,4.148382,14.17507,0,0.1612882,8.7741,13.74859,0.0064697,0.1957759,10.6613,13.77218,0.0232848,,
4/25/23 13:40,11,MOPE#1,39.03095,-76.84426,40,0,1.396177,25.92892,0,0,1.763267,19.20132,0,0,2.141196,15.57803,0,0.0531197,4.046523,14.27041,0,0.1595798,8.685389,13.7958,0.0067564,0.1954144,10.64057,13.7958,0.024834,,
4/25/23 14:00,12,MOPE#1,39.03095,-76.84426,40,0,1.585314,26.82073,0,0,1.815974,19.22827,0,0,2.21936,15.70114,0,0.0547998,4.106136,14.3659,0,0.1619086,8.806428,13.86663,0.0067643,0.19689,10.72533,13.7958,0.0230439,,
4/25/23 14:20,13,MOPE#1,39.03095,-76.84426,40,0,1.490348,26.12503,0,0,1.851434,19.44436,0,0,2.151535,15.82461,0,0.0542844,4.0878,14.46166,0,0.1579247,8.599874,13.91397,0.0069979,0.1943396,10.57905,13.81942,0.0223653,,
4/25/23 14:40,14,MOPE#1,39.03095,-76.84426,40,0,1.513299,25.89633,0,0,1.779863,19.41729,0,0,2.172992,15.92367,0,0.0542868,4.087885,14.55758,0,0.1611017,8.764394,13.98501,0.0013834,0.1946689,10.59787,13.84301,0.0252973,,
4/25/23 15:00,15,MOPE#1,39.03095,-76.84426,40,0,1.521225,24.96542,0,0,1.849451,19.30917,0,0,2.176141,16.02294,0,0.0553916,4.127237,14.62969,0,0.1575306,8.579578,14.03247,0.0035963,0.1933627,10.52327,13.86663,0.0221759,,
4/25/23 15:20,16,MOPE#1,39.03095,-76.84426,40,0,1.501439,24.43151,0,0,1.78475,19.09381,0,0,2.195398,16.09756,0,0.0541545,4.083187,14.72601,0,0.1584518,8.627061,14.10369,0.0073397,0.1916477,10.42573,13.91397,0.0223662,,
4/25/23 15:40,17,MOPE#1,39.03095,-76.84426,40,0,1.350592,23.69177,0,0,1.882329,18.95983,0,0,2.11347,16.1723,0,0.0517176,3.997104,14.79837,0,0.1617892,8.800203,14.15127,0.0040512,0.1919575,10.44332,13.93762,0.022414,,
4/25/23 16:00,18,MOPE#1,39.03095,-76.84426,40,0,1.507496,22.02484,0,0,1.901853,18.64016,0,0,2.250242,16.19726,0,0.0541746,4.0839,14.87088,0,0.1602882,8.72212,14.22271,0.0055095,0.1946301,10.59566,13.96133,0.0210443,,
4/25/23 16:20,19,MOPE#1,39.03095,-76.84426,40,0,1.410396,21.13482,0,0,1.808676,18.29687,0,0,2.204586,16.22222,0,0.0560414,4.150472,14.94348,0,0.1615466,8.787558,14.27041,0.0079166,0.1937714,10.54659,14.00869,0.0210517,,
4/25/23 16:40,20,MOPE#1,39.03095,-76.84426,40,0,1.539668,19.96267,0,0,1.730243,17.93048,0,0,2.016249,16.19726,0,0.0532352,4.050607,14.99197,0,0.1573635,8.570976,14.31814,0.006202,0.1905858,10.36556,14.03247,0.0239442,,
4/25/23 17:00,21,MOPE#1,39.03095,-76.84426,40,0,1.596208,19.01336,0,0,1.882559,17.54165,0,0,2.262388,16.1723,0,0.0545406,4.096911,15.04049,0,0.1637223,8.90127,14.3659,0.0076355,0.1948074,10.6058,14.05621,0.0225012,,
4/25/23 17:20,22,MOPE#1,39.03095,-76.84426,40,0,1.418986,18.21804,0,0,1.736589,17.18215,0,0,2.184532,16.12246,0,0.0533968,4.056324,15.08908,0,0.1574379,8.574806,14.41375,0.0062438,0.1918845,10.43917,14.10369,0.0246037,,
4/25/23 17:40,23,MOPE#1,39.03095,-76.84426,40,0,1.396415,16.90197,0,0,1.773055,16.80053,0,0,2.149346,16.02294,0,0.0527835,4.034644,15.1134,0,0.1575691,8.58156,14.46166,0.007276,0.1919927,10.44531,14.1275,0.0245504,,
4/25/23 18:00,24,MOPE#1,39.03095,-76.84426,40,0,1.481351,15.72579,0,0,1.754166,16.32223,0,0,2.179667,15.94845,0,0.0507594,3.963506,15.1134,0,0.1577326,8.589978,14.48559,0.0086844,0.1893316,10.29471,14.17507,0.0232912,,
4/25/23 18:20,25,MOPE#1,39.03095,-76.84426,40,0,1.440313,15.18643,0,0,1.750744,15.92367,0,0,2.151427,15.84936,0,0.052784,4.034662,15.13772,0,0.1586993,8.639844,14.53356,0.0107903,0.1927667,10.48932,14.19888,0.023452,,
4/25/23 18:40,26,MOPE#1,39.03095,-76.84426,40,0,1.47665,14.00869,0,0,1.82957,15.57803,0,0,2.170063,15.72579,0,0.0532968,4.052783,15.13772,0,0.155668,8.483963,14.55758,0.0052579,0.1947048,10.59993,14.22271,0.0239358,,
4/25/23 19:00,27,MOPE#1,39.03095,-76.84426,40,0,1.489537,12.44668,0,0,1.76867,15.08908,0,0,2.186915,15.60263,0,0.0525182,4.025283,15.1134,0,0.1596824,8.690705,14.5816,0.0091073,0.1921082,10.45187,14.24655,0.0228177,,
4/25/23 19:20,28,MOPE#1,39.03095,-76.84426,40,0,1.457564,11.0455,0,0,1.793578,14.50961,0,0,2.163731,15.45526,0,0.0526865,4.031221,15.1134,0,0.1595237,8.682481,14.60565,0.0092421,0.1922353,10.4591,14.27041,0.0243998,,
4/25/23 19:40,29,MOPE#1,39.03095,-76.84426,40,0,1.478755,10.00854,0,0,1.748824,13.96133,0,0,2.177182,15.30841,0,0.0533078,4.053174,15.06481,0,0.1591325,8.662237,14.60565,0.0092533,0.1898136,10.32191,14.29425,0.0246029,,
4/25/23 20:00,30,MOPE#1,39.03095,-76.84426,40,0,1.519342,9.270813,0,0,1.815868,13.48995,0,0,2.20455,15.1134,0,0.0510108,3.97231,15.04049,0,0.1576179,8.584069,14.62969,0.0069299,0.1892821,10.29192,14.31814,0.0224599,,
