"TOA5","CR300-23667","CR300","23667","CR300-CELL205.Std.10.02","CPU:Testbed_codeSeparateTables-NoDelay.CR300","57864","Table_CS229"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","CS229_StartTemp_5_Avg","CS229_Temp_1sec_5_Avg","CS229_Temp_30sec_5_Avg","CS229_Delta_Temp_5_Avg","CS229_Delta_Tempcorr_5_Avg","CS229_Matric_P_5_Avg"
"2022-06-01 10:50:00",12,"Ashland Bottoms S1",39.12561,-96.6388,326,295.5,295.5,295.5,0.008,0.388,-1.435
"2022-06-01 10:52:00",13,"Ashland Bottoms S1",39.12561,-96.6388,326,295.3,295.4,295.3,-0.078,-0.061,-0.643
"2022-06-01 10:54:00",14,"Ashland Bottoms S1",39.12561,-96.6388,326,295.7,295.6,295.6,0.025,0.481,-1.694
"2022-06-01 10:56:00",15,"Ashland Bottoms S1",39.12561,-96.6388,326,295.9,295.7,295.8,0.115,0.943,-3.871
"2022-06-01 10:58:00",16,"Ashland Bottoms S1",39.12561,-96.6388,326,295.6,295.7,295.8,0.095,0.841,-3.225
"2022-06-01 11:00:00",17,"Ashland Bottoms S1",39.12561,-96.6388,326,295.6,295.6,295.6,-0.006,0.318,-1.266
"2022-06-01 11:02:00",18,"Ashland Bottoms S1",39.12561,-96.6388,326,295.6,295.5,295.4,-0.159,-0.48,-0.304
"2022-06-01 11:04:00",19,"Ashland Bottoms S1",39.12561,-96.6388,326,296,295.9,295.9,0.003,0.365,-1.376
"2022-06-01 11:06:00",20,"Ashland Bottoms S1",39.12561,-96.6388,326,295.8,295.8,295.8,0.014,0.423,-1.527
"2022-06-01 11:08:00",21,"Ashland Bottoms S1",39.12561,-96.6388,326,295.7,295.9,295.7,-0.155,-0.46,-0.315
"2022-06-01 11:10:00",22,"Ashland Bottoms S1",39.12561,-96.6388,326,296,295.9,295.9,0.028,0.496,-1.739
"2022-06-01 11:12:00",23,"Ashland Bottoms S1",39.12561,-96.6388,326,295.8,295.8,296,0.163,1.19,-6.019
"2022-06-01 11:14:00",24,"Ashland Bottoms S1",39.12561,-96.6388,326,296,296.1,296,-0.064,0.014,-0.735
"2022-06-01 11:16:00",25,"Ashland Bottoms S1",39.12561,-96.6388,326,296.1,296,296.1,0.065,0.688,-2.454
"2022-06-01 11:18:00",26,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.6,296.5,-0.076,-0.051,-0.655
"2022-06-01 11:20:00",27,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.5,296.5,0.02,0.452,-1.608
"2022-06-01 11:22:00",28,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.5,296.5,-0.024,0.226,-1.074
"2022-06-01 11:24:00",29,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.4,296.3,-0.069,-0.012,-0.702
"2022-06-01 11:26:00",30,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.3,296.2,-0.115,-0.254,-0.455
"2022-06-01 11:28:00",31,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.4,296.4,0.009,0.397,-1.459
"2022-06-01 11:30:00",32,"Ashland Bottoms S1",39.12561,-96.6388,326,296.2,296.3,296.2,-0.162,-0.499,-0.294
"2022-06-01 11:32:00",33,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.4,296.3,-0.025,0.216,-1.055
"2022-06-01 11:34:00",34,"Ashland Bottoms S1",39.12561,-96.6388,326,296.2,296.1,296.1,0.079,0.759,-2.783
"2022-06-01 11:36:00",35,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.4,296.4,0.072,0.725,-2.62
"2022-06-01 11:38:00",36,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.4,296.5,0.098,0.856,-3.315
"2022-06-01 11:40:00",37,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.3,296.3,0.016,0.431,-1.551
"2022-06-01 11:42:00",38,"Ashland Bottoms S1",39.12561,-96.6388,326,296.2,296.1,296.1,0.026,0.484,-1.703
"2022-06-01 11:44:00",39,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.4,296.4,0.01,0.402,-1.47
"2022-06-01 11:46:00",40,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.5,296.5,0.02,0.456,-1.62
"2022-06-01 11:48:00",41,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.4,296.3,-0.093,-0.139,-0.559
"2022-06-01 11:50:00",42,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.5,296.4,-0.043,0.125,-0.897
"2022-06-01 11:52:00",43,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.4,296.4,-0.071,-0.022,-0.689
"2022-06-01 11:54:00",44,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.4,296.4,0.034,0.528,-1.845
"2022-06-01 11:56:00",45,"Ashland Bottoms S1",39.12561,-96.6388,326,296.6,296.7,296.7,0.057,0.647,-2.28
"2022-06-01 11:58:00",46,"Ashland Bottoms S1",39.12561,-96.6388,326,296.8,296.7,296.8,0.011,0.408,-1.487
"2022-06-01 12:00:00",47,"Ashland Bottoms S1",39.12561,-96.6388,326,296.9,296.8,297,0.217,1.468,-9.9
"2022-06-01 12:02:00",48,"Ashland Bottoms S1",39.12561,-96.6388,326,296.8,296.8,296.7,-0.073,-0.034,-0.674
"2022-06-01 12:04:00",49,"Ashland Bottoms S1",39.12561,-96.6388,326,296.7,296.7,296.7,-0.004,0.329,-1.292
"2022-06-01 12:06:00",50,"Ashland Bottoms S1",39.12561,-96.6388,326,296.7,296.8,296.9,0.115,0.945,-3.885
"2022-06-01 12:08:00",51,"Ashland Bottoms S1",39.12561,-96.6388,326,296.8,296.7,296.9,0.168,1.221,-6.359
"2022-06-01 12:10:00",52,"Ashland Bottoms S1",39.12561,-96.6388,326,296.7,296.6,296.8,0.194,1.35,-8.02
"2022-06-01 12:12:00",53,"Ashland Bottoms S1",39.12561,-96.6388,326,296.6,296.7,296.7,0.03,0.506,-1.773
"2022-06-01 12:14:00",54,"Ashland Bottoms S1",39.12561,-96.6388,326,296.8,296.7,296.5,-0.199,-0.694,-0.207
"2022-06-01 12:16:00",55,"Ashland Bottoms S1",39.12561,-96.6388,326,296.8,296.7,296.6,-0.091,-0.129,-0.569
"2022-06-01 12:18:00",56,"Ashland Bottoms S1",39.12561,-96.6388,326,296.8,296.8,296.8,0.088,0.806,-3.028
"2022-06-01 12:20:00",57,"Ashland Bottoms S1",39.12561,-96.6388,326,296.6,296.7,296.7,-0.025,0.218,-1.059
"2022-06-01 12:22:00",58,"Ashland Bottoms S1",39.12561,-96.6388,326,297.2,296.9,297.1,0.214,1.455,-9.68
"2022-06-01 12:24:00",59,"Ashland Bottoms S1",39.12561,-96.6388,326,297.4,297.5,297.5,-0.042,0.132,-0.908
"2022-06-01 12:26:00",60,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.5,297.5,0.024,0.478,-1.685
"2022-06-01 12:28:00",61,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,297.9,297.9,-0.026,0.213,-1.05
"2022-06-01 12:30:00",62,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,297.8,297.9,0.09,0.822,-3.118
"2022-06-01 12:32:00",63,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,297.8,297.9,0.081,0.772,-2.851
"2022-06-01 12:34:00",64,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.7,297.7,-0.022,0.233,-1.088
"2022-06-01 12:36:00",65,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.8,297.6,-0.147,-0.422,-0.337
"2022-06-01 12:38:00",66,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.7,297.9,0.184,1.307,-7.415
"2022-06-01 12:40:00",67,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,298,298,-0.016,0.268,-1.158
"2022-06-01 12:42:00",68,"Ashland Bottoms S1",39.12561,-96.6388,326,298,297.9,298,0.108,0.916,-3.691
"2022-06-01 12:44:00",69,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.9,297.8,-0.081,-0.076,-0.626
"2022-06-01 12:46:00",70,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,297.9,297.8,-0.045,0.112,-0.877
"2022-06-01 12:48:00",71,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,297.7,297.9,0.173,1.25,-6.701
"2022-06-01 12:50:00",72,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.9,298,0.151,1.139,-5.492
"2022-06-01 12:52:00",73,"Ashland Bottoms S1",39.12561,-96.6388,326,298,297.8,297.9,0.076,0.748,-2.733
"2022-06-01 12:54:00",74,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.7,297.8,0.119,0.97,-4.062
"2022-06-01 12:56:00",75,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.7,297.8,0.104,0.894,-3.546
"2022-06-01 12:58:00",76,"Ashland Bottoms S1",39.12561,-96.6388,326,298.2,298.2,298.2,-0.047,0.102,-0.861
"2022-06-01 13:00:00",77,"Ashland Bottoms S1",39.12561,-96.6388,326,298,298,298.1,0.051,0.62,-2.171
"2022-06-01 13:02:00",78,"Ashland Bottoms S1",39.12561,-96.6388,326,298.2,298.1,298.1,0.007,0.39,-1.439
"2022-06-01 13:04:00",79,"Ashland Bottoms S1",39.12561,-96.6388,326,298,297.9,297.9,-0.034,0.175,-0.981
"2022-06-01 13:06:00",80,"Ashland Bottoms S1",39.12561,-96.6388,326,298.3,298.3,298.1,-0.153,-0.451,-0.32
"2022-06-01 13:08:00",81,"Ashland Bottoms S1",39.12561,-96.6388,326,298.4,298.4,298.4,0.042,0.574,-2.001
"2022-06-01 13:10:00",82,"Ashland Bottoms S1",39.12561,-96.6388,326,298,298,298,0.02,0.454,-1.616
"2022-06-01 13:12:00",83,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,298.2,298.1,-0.095,-0.147,-0.551
"2022-06-01 13:14:00",84,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,298,298,0.023,0.47,-1.663
"2022-06-01 13:16:00",85,"Ashland Bottoms S1",39.12561,-96.6388,326,298.1,298,298.1,0.09,0.823,-3.121
"2022-06-01 13:18:00",86,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.8,297.8,-0.015,0.27,-1.162
"2022-06-01 13:20:00",87,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,297.9,298.1,0.173,1.252,-6.723
"2022-06-01 13:22:00",88,"Ashland Bottoms S1",39.12561,-96.6388,326,298.2,298,298.2,0.142,1.092,-5.055
"2022-06-01 13:24:00",89,"Ashland Bottoms S1",39.12561,-96.6388,326,298,298,298,-0.05,0.086,-0.836
"2022-06-01 13:26:00",90,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.7,297.8,0.105,0.9,-3.582
"2022-06-01 13:28:00",91,"Ashland Bottoms S1",39.12561,-96.6388,326,298,298,297.8,-0.14,-0.384,-0.361
"2022-06-01 13:30:00",92,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,298,297.9,-0.053,0.072,-0.815
"2022-06-01 13:32:00",93,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,298,298,-0.052,0.078,-0.824
"2022-06-01 13:34:00",94,"Ashland Bottoms S1",39.12561,-96.6388,326,298,298,297.9,-0.041,0.137,-0.915
"2022-06-01 13:36:00",95,"Ashland Bottoms S1",39.12561,-96.6388,326,297.9,297.9,297.8,-0.112,-0.238,-0.468
"2022-06-01 13:38:00",96,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.8,298,0.179,1.281,-7.08
"2022-06-01 13:40:00",97,"Ashland Bottoms S1",39.12561,-96.6388,326,298.1,297.9,298,0.091,0.825,-3.133
"2022-06-01 13:42:00",98,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.9,297.8,-0.138,-0.374,-0.367
"2022-06-01 13:44:00",99,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.6,297.6,0.047,0.595,-2.077
"2022-06-01 13:46:00",100,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.6,297.4,-0.116,-0.259,-0.452
"2022-06-01 13:48:00",101,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.6,297.6,0.002,0.359,-1.362
"2022-06-01 13:50:00",102,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.5,297.5,0.09,0.821,-3.11
"2022-06-01 13:52:00",103,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.7,297.8,0.111,0.932,-3.795
"2022-06-01 13:54:00",104,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.5,297.5,0.005,0.379,-1.412
"2022-06-01 13:56:00",105,"Ashland Bottoms S1",39.12561,-96.6388,326,297.4,297.4,297.4,0.008,0.391,-1.442
"2022-06-01 13:58:00",106,"Ashland Bottoms S1",39.12561,-96.6388,326,297.1,297.1,297.1,0.039,0.552,-1.923
"2022-06-01 14:00:00",107,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.5,297.5,-0.013,0.28,-1.183
"2022-06-01 14:02:00",108,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.4,297.3,-0.111,-0.232,-0.473
"2022-06-01 14:04:00",109,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.4,297.6,0.141,1.086,-5.001
"2022-06-01 14:06:00",110,"Ashland Bottoms S1",39.12561,-96.6388,326,297.4,297.3,297.4,0.06,0.665,-2.354
"2022-06-01 14:08:00",111,"Ashland Bottoms S1",39.12561,-96.6388,326,297.4,297.3,297.2,-0.095,-0.147,-0.551
"2022-06-01 14:10:00",112,"Ashland Bottoms S1",39.12561,-96.6388,326,297.4,297.4,297.4,-0.06,0.033,-0.761
"2022-06-01 14:12:00",113,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.4,297.4,-0.019,0.253,-1.128
"2022-06-01 14:14:00",114,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.2,297.2,-0.06,0.037,-0.766
"2022-06-01 14:16:00",115,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.7,297.5,-0.183,-0.608,-0.242
"2022-06-01 14:18:00",116,"Ashland Bottoms S1",39.12561,-96.6388,326,297.4,297.7,297.5,-0.133,-0.346,-0.386
"2022-06-01 14:20:00",117,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.6,297.7,0.106,0.902,-3.595
"2022-06-01 14:22:00",118,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.4,297.5,0.094,0.844,-3.24
"2022-06-01 14:24:00",119,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.6,297.7,0.142,1.089,-5.024
"2022-06-01 14:26:00",120,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.7,297.7,-0.012,0.286,-1.196
"2022-06-01 14:28:00",121,"Ashland Bottoms S1",39.12561,-96.6388,326,297.4,297.5,297.5,0.044,0.578,-2.016
"2022-06-01 14:30:00",122,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.6,297.5,-0.093,-0.137,-0.561
"2022-06-01 14:32:00",123,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.3,297.3,-0.031,0.189,-1.005
"2022-06-01 14:34:00",124,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.3,297.2,-0.098,-0.163,-0.535
"2022-06-01 14:36:00",125,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.6,297.5,-0.008,0.31,-1.249
"2022-06-01 14:38:00",126,"Ashland Bottoms S1",39.12561,-96.6388,326,297.1,297.2,297.1,-0.112,-0.236,-0.47
"2022-06-01 14:40:00",127,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.3,297.4,0.11,0.923,-3.733
"2022-06-01 14:42:00",128,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.4,297.4,-0.052,0.076,-0.821
"2022-06-01 14:44:00",129,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.2,297.1,-0.135,-0.358,-0.378
"2022-06-01 14:46:00",130,"Ashland Bottoms S1",39.12561,-96.6388,326,297.2,297.2,297.2,-0.016,0.265,-1.152
"2022-06-01 14:48:00",131,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.6,297.6,-0.003,0.337,-1.309
"2022-06-01 14:50:00",132,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.3,297.4,0.05,0.612,-2.143
"2022-06-01 14:52:00",133,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.4,297.5,0.055,0.639,-2.246
"2022-06-01 14:54:00",134,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.5,297.5,-0.015,0.274,-1.17
"2022-06-01 14:56:00",135,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.3,297.3,0.032,0.518,-1.809
"2022-06-01 14:58:00",136,"Ashland Bottoms S1",39.12561,-96.6388,326,297.2,297.3,297.2,-0.054,0.067,-0.809
"2022-06-01 15:00:00",137,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.2,297.4,0.258,1.678,-14.41
"2022-06-01 15:02:00",138,"Ashland Bottoms S1",39.12561,-96.6388,326,297.3,297.6,297.5,-0.056,0.055,-0.792
"2022-06-01 15:04:00",139,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.5,297.5,0.022,0.466,-1.649
"2022-06-01 15:06:00",140,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.5,297.5,0.001,0.357,-1.357
"2022-06-01 15:08:00",141,"Ashland Bottoms S1",39.12561,-96.6388,326,297.4,297.4,297.5,0.065,0.691,-2.467
"2022-06-01 15:10:00",142,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.5,297.5,-0.067,-0.002,-0.715
"2022-06-01 15:12:00",143,"Ashland Bottoms S1",39.12561,-96.6388,326,297.8,297.7,297.7,-0.003,0.333,-1.3
"2022-06-01 15:14:00",144,"Ashland Bottoms S1",39.12561,-96.6388,326,297.7,297.6,297.6,0.025,0.482,-1.698
"2022-06-01 15:16:00",145,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.6,297.4,-0.187,-0.63,-0.232
"2022-06-01 15:18:00",146,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.4,297.5,0.016,0.435,-1.562
"2022-06-01 15:20:00",147,"Ashland Bottoms S1",39.12561,-96.6388,326,297.6,297.7,297.7,0,0.353,-1.347
"2022-06-01 15:22:00",148,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.5,297.6,0.134,1.049,-4.676
"2022-06-01 15:24:00",149,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.4,297.6,0.175,1.26,-6.827
"2022-06-01 15:26:00",150,"Ashland Bottoms S1",39.12561,-96.6388,326,297.5,297.5,297.6,0.056,0.641,-2.255
"2022-06-01 10:26:00",0,"Ashland Bottoms S1",39.12561,-96.6388,326,183.6,183.5,183.5,-0.055,0.015,-0.887
"2022-06-01 10:28:00",1,"Ashland Bottoms S1",39.12561,-96.6388,326,185.8,185.8,185.8,-0.049,0.035,-0.764
"2022-06-01 10:30:00",2,"Ashland Bottoms S1",39.12561,-96.6388,326,185.8,185.8,185.8,-0.006,0.187,-1.002
"2022-06-01 10:32:00",3,"Ashland Bottoms S1",39.12561,-96.6388,326,186.2,186.2,186,-0.228,-0.594,-0.248
"2022-06-01 10:34:00",4,"Ashland Bottoms S1",39.12561,-96.6388,326,186.7,186.6,186.7,0.004,0.225,-1.072
"2022-06-01 10:36:00",5,"Ashland Bottoms S1",39.12561,-96.6388,326,186.6,186.7,186.7,-0.035,0.087,-0.838
"2022-06-01 10:38:00",6,"Ashland Bottoms S1",39.12561,-96.6388,326,186.8,186.9,186.6,-0.289,-0.812,-0.168
"2022-06-01 10:40:00",7,"Ashland Bottoms S1",39.12561,-96.6388,326,186.4,186.5,186.6,0.056,0.408,-1.486
"2022-06-01 10:42:00",8,"Ashland Bottoms S1",39.12561,-96.6388,326,186.3,186.4,186.4,0.011,0.248,-1.118
"2022-06-01 10:44:00",9,"Ashland Bottoms S1",39.12561,-96.6388,326,186.6,186.6,186.5,-0.012,0.166,-0.964
"2022-06-01 10:46:00",10,"Ashland Bottoms S1",39.12561,-96.6388,326,186.6,186.5,186.7,0.142,0.707,-2.538
"2022-06-01 10:48:00",11,"Ashland Bottoms S1",39.12561,-96.6388,326,295.4,295.4,295.4,0.026,0.483,-1.7
"2022-06-01 10:50:00",12,"Ashland Bottoms S1",39.12561,-96.6388,326,295.5,295.5,295.5,0.008,0.388,-1.435
"2022-06-01 10:52:00",13,"Ashland Bottoms S1",39.12561,-96.6388,326,295.3,295.4,295.3,-0.078,-0.061,-0.643
"2022-06-01 10:54:00",14,"Ashland Bottoms S1",39.12561,-96.6388,326,295.7,295.6,295.6,0.025,0.481,-1.694
"2022-06-01 10:56:00",15,"Ashland Bottoms S1",39.12561,-96.6388,326,295.9,295.7,295.8,0.115,0.943,-3.871
"2022-06-01 10:58:00",16,"Ashland Bottoms S1",39.12561,-96.6388,326,295.6,295.7,295.8,0.095,0.841,-3.225
"2022-06-01 11:00:00",17,"Ashland Bottoms S1",39.12561,-96.6388,326,295.6,295.6,295.6,-0.006,0.318,-1.266
"2022-06-01 11:02:00",18,"Ashland Bottoms S1",39.12561,-96.6388,326,295.6,295.5,295.4,-0.159,-0.48,-0.304
"2022-06-01 11:04:00",19,"Ashland Bottoms S1",39.12561,-96.6388,326,296,295.9,295.9,0.003,0.365,-1.376
"2022-06-01 11:06:00",20,"Ashland Bottoms S1",39.12561,-96.6388,326,295.8,295.8,295.8,0.014,0.423,-1.527
"2022-06-01 11:08:00",21,"Ashland Bottoms S1",39.12561,-96.6388,326,295.7,295.9,295.7,-0.155,-0.46,-0.315
"2022-06-01 11:10:00",22,"Ashland Bottoms S1",39.12561,-96.6388,326,296,295.9,295.9,0.028,0.496,-1.739
"2022-06-01 11:12:00",23,"Ashland Bottoms S1",39.12561,-96.6388,326,295.8,295.8,296,0.163,1.19,-6.019
"2022-06-01 11:14:00",24,"Ashland Bottoms S1",39.12561,-96.6388,326,296,296.1,296,-0.064,0.014,-0.735
"2022-06-01 11:16:00",25,"Ashland Bottoms S1",39.12561,-96.6388,326,296.1,296,296.1,0.065,0.688,-2.454
"2022-06-01 11:18:00",26,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.6,296.5,-0.076,-0.051,-0.655
"2022-06-01 11:20:00",27,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.5,296.5,0.02,0.452,-1.608
"2022-06-01 11:22:00",28,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.5,296.5,-0.024,0.226,-1.074
"2022-06-01 11:24:00",29,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.4,296.3,-0.069,-0.012,-0.702
"2022-06-01 11:26:00",30,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.3,296.2,-0.115,-0.254,-0.455
"2022-06-01 11:28:00",31,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.4,296.4,0.009,0.397,-1.459
"2022-06-01 11:30:00",32,"Ashland Bottoms S1",39.12561,-96.6388,326,296.2,296.3,296.2,-0.162,-0.499,-0.294
"2022-06-01 11:32:00",33,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.4,296.3,-0.025,0.216,-1.055
"2022-06-01 11:34:00",34,"Ashland Bottoms S1",39.12561,-96.6388,326,296.2,296.1,296.1,0.079,0.759,-2.783
"2022-06-01 11:36:00",35,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.4,296.4,0.072,0.725,-2.62
"2022-06-01 11:38:00",36,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.4,296.5,0.098,0.856,-3.315
"2022-06-01 11:40:00",37,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.3,296.3,0.016,0.431,-1.551
"2022-06-01 11:42:00",38,"Ashland Bottoms S1",39.12561,-96.6388,326,296.2,296.1,296.1,0.026,0.484,-1.703
"2022-06-01 11:44:00",39,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.4,296.4,0.01,0.402,-1.47
"2022-06-01 11:46:00",40,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.5,296.5,0.02,0.456,-1.62
"2022-06-01 11:48:00",41,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.4,296.3,-0.093,-0.139,-0.559
"2022-06-01 11:50:00",42,"Ashland Bottoms S1",39.12561,-96.6388,326,296.3,296.5,296.4,-0.043,0.125,-0.897
"2022-06-01 11:52:00",43,"Ashland Bottoms S1",39.12561,-96.6388,326,296.4,296.4,296.4,-0.071,-0.022,-0.689
"2022-06-01 11:54:00",44,"Ashland Bottoms S1",39.12561,-96.6388,326,296.5,296.4,296.4,0.034,0.528,-1.845
"2022-06-01 11:56:00",45,"Ashland Bottoms S1",39.12561,-96.6388,326,296.6,296.7,296.7,0.057,0.647,-2.28
"2022-06-01 11:58:00",46,"Ashland Bottoms S1",39.12561,-96.6388,326,296.8,296.7,296.8,0.011,0.408,-1.487
"2022-06-01 12:00:00",47,"Ashland Bottoms S1",39.12561,-96.6388,326,296.9,296.8,297,0.217,1.468,-9.9
"2022-06-01 12:02:00",48,"Ashland Bottoms S1",39.12561,-96.6388,326,296.8,296.8,296.7,-0.073,-0.034,-0.674
